Domain,Area,Element,Months,Year,Unit,Value
"Temperature change on land","Svalbard and Jan Mayen Islands","Temperature change","Meteorological year","2006","°c","3.886"
"Temperature change on land","Svalbard and Jan Mayen Islands","Temperature change","Meteorological year","2007","°c","3.05"
"Temperature change on land","Svalbard and Jan Mayen Islands","Temperature change","Meteorological year","2008","°c","1.84"
"Temperature change on land","Svalbard and Jan Mayen Islands","Temperature change","Meteorological year","2009","°c","1.906"
"Temperature change on land","Svalbard and Jan Mayen Islands","Temperature change","Meteorological year","2010","°c","2.272"
"Temperature change on land","Svalbard and Jan Mayen Islands","Temperature change","Meteorological year","2011","°c","2.105"
"Temperature change on land","Svalbard and Jan Mayen Islands","Temperature change","Meteorological year","2012","°c","3.825"
"Temperature change on land","Svalbard and Jan Mayen Islands","Temperature change","Meteorological year","2013","°c","2.271"
"Temperature change on land","Svalbard and Jan Mayen Islands","Temperature change","Meteorological year","2014","°c","3.382"
"Temperature change on land","Svalbard and Jan Mayen Islands","Temperature change","Meteorological year","2015","°c","3.313"
"Temperature change on land","Svalbard and Jan Mayen Islands","Temperature change","Meteorological year","2016","°c","5.327"
"Temperature change on land","Svalbard and Jan Mayen Islands","Temperature change","Meteorological year","2017","°c","3.335"
"Temperature change on land","Svalbard and Jan Mayen Islands","Temperature change","Meteorological year","2018","°c","4.064"
"Temperature change on land","Svalbard and Jan Mayen Islands","Temperature change","Meteorological year","2019","°c","2.871"
"Temperature change on land","Svalbard and Jan Mayen Islands","Temperature change","Meteorological year","2020","°c","2.002"
"Temperature change on land","Svalbard and Jan Mayen Islands","Temperature change","Meteorological year","2021","°c","3.012"
"Temperature change on land","Sweden","Temperature change","Meteorological year","2000","°c","1.726"
"Temperature change on land","Sweden","Temperature change","Meteorological year","2001","°c","1.072"
"Temperature change on land","Sweden","Temperature change","Meteorological year","2002","°c","1.569"
"Temperature change on land","Sweden","Temperature change","Meteorological year","2003","°c","0.913"
"Temperature change on land","Sweden","Temperature change","Meteorological year","2004","°c","1.2"
"Temperature change on land","Sweden","Temperature change","Meteorological year","2005","°c","1.824"
"Temperature change on land","Sweden","Temperature change","Meteorological year","2006","°c","1.486"
"Temperature change on land","Sweden","Temperature change","Meteorological year","2007","°c","1.939"
"Temperature change on land","Sweden","Temperature change","Meteorological year","2008","°c","1.957"
"Temperature change on land","Sweden","Temperature change","Meteorological year","2009","°c","1.438"
"Temperature change on land","Sweden","Temperature change","Meteorological year","2010","°c","-0.279"
"Temperature change on land","Sweden","Temperature change","Meteorological year","2011","°c","1.269"
"Temperature change on land","Sweden","Temperature change","Meteorological year","2012","°c","1.313"
"Temperature change on land","Sweden","Temperature change","Meteorological year","2013","°c","0.857"
"Temperature change on land","Sweden","Temperature change","Meteorological year","2014","°c","2.705"
"Temperature change on land","Sweden","Temperature change","Meteorological year","2015","°c","2.072"
"Temperature change on land","Sweden","Temperature change","Meteorological year","2016","°c","1.843"
"Temperature change on land","Sweden","Temperature change","Meteorological year","2017","°c","1.59"
"Temperature change on land","Sweden","Temperature change","Meteorological year","2018","°c","1.848"
"Temperature change on land","Sweden","Temperature change","Meteorological year","2019","°c","1.573"
"Temperature change on land","Sweden","Temperature change","Meteorological year","2020","°c","2.951"
"Temperature change on land","Sweden","Temperature change","Meteorological year","2021","°c","1.85"
"Temperature change on land","Switzerland","Temperature change","Meteorological year","2000","°c","1.429"
"Temperature change on land","Switzerland","Temperature change","Meteorological year","2001","°c","1.46"
"Temperature change on land","Switzerland","Temperature change","Meteorological year","2002","°c","1.273"
"Temperature change on land","Switzerland","Temperature change","Meteorological year","2003","°c","1.865"
"Temperature change on land","Switzerland","Temperature change","Meteorological year","2004","°c","0.988"
"Temperature change on land","Switzerland","Temperature change","Meteorological year","2005","°c","0.818"
"Temperature change on land","Switzerland","Temperature change","Meteorological year","2006","°c","1.102"
"Temperature change on land","Switzerland","Temperature change","Meteorological year","2007","°c","1.817"
"Temperature change on land","Switzerland","Temperature change","Meteorological year","2008","°c","1.21"
"Temperature change on land","Switzerland","Temperature change","Meteorological year","2009","°c","1.38"
"Temperature change on land","Switzerland","Temperature change","Meteorological year","2010","°c","0.468"
"Temperature change on land","Switzerland","Temperature change","Meteorological year","2011","°c","1.673"
"Temperature change on land","Switzerland","Temperature change","Meteorological year","2012","°c","1.516"
"Temperature change on land","Switzerland","Temperature change","Meteorological year","2013","°c","0.786"
"Temperature change on land","Switzerland","Temperature change","Meteorological year","2014","°c","2.175"
"Temperature change on land","Switzerland","Temperature change","Meteorological year","2015","°c","1.979"
"Temperature change on land","Switzerland","Temperature change","Meteorological year","2016","°c","1.862"
"Temperature change on land","Switzerland","Temperature change","Meteorological year","2017","°c","1.84"
"Temperature change on land","Switzerland","Temperature change","Meteorological year","2018","°c","2.347"
"Temperature change on land","Switzerland","Temperature change","Meteorological year","2019","°c","2.099"
"Temperature change on land","Switzerland","Temperature change","Meteorological year","2020","°c","2.515"
"Temperature change on land","Switzerland","Temperature change","Meteorological year","2021","°c","1.204"
"Temperature change on land","Syrian Arab Republic","Temperature change","Meteorological year","2000","°c","0.704"
"Temperature change on land","Syrian Arab Republic","Temperature change","Meteorological year","2001","°c","1.192"
"Temperature change on land","Syrian Arab Republic","Temperature change","Meteorological year","2002","°c","0.894"
"Temperature change on land","Syrian Arab Republic","Temperature change","Meteorological year","2003","°c","0.568"
"Temperature change on land","Syrian Arab Republic","Temperature change","Meteorological year","2004","°c","0.679"
"Temperature change on land","Syrian Arab Republic","Temperature change","Meteorological year","2005","°c","0.289"
"Temperature change on land","Syrian Arab Republic","Temperature change","Meteorological year","2006","°c","1.058"
