VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Czechia,2017,2.858895706,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Czechia,2018,3.144654088,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Czechia,2019,2.855245684,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Czechia,2020,2.855051244,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Denmark,2006,33.77369328,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Denmark,2007,20.585143658,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Denmark,2008,35.482933914,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Denmark,2009,35.250578258,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Denmark,2010,33.602449889,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Denmark,2011,32.822374613,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Denmark,2012,26.037735849,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Denmark,2013,40.093221361,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Denmark,2014,43.316032531,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Denmark,2015,47.745750185,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Denmark,2016,52.06872643,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Denmark,2017,53.330103438,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Denmark,2018,59.624603348,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Denmark,2019,53.575741809,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Denmark,2020,54.006534006,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Estonia,2006,0.635954157,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Estonia,2007,0.414394765,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Estonia,2008,0.259477491,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Estonia,2009,0.30616332,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Estonia,2010,0.225855441,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Estonia,2011,0.230380422,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Estonia,2012,0.271977928,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Estonia,2013,0.275636741,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Estonia,2014,0.292888984,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Estonia,2015,0.305933516,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Estonia,2016,0.252917378,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Estonia,2017,0.250223245,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Estonia,2018,0.294588522,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Estonia,2019,0.482986166,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Estonia,2020,0.569405698,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Finland,2006,1.246848245,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Finland,2007,4.990173263,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Finland,2008,6.358292997,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Finland,2009,7.71399121,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Finland,2010,9.057436306,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Finland,2011,10.388793656,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Finland,2012,11.661267506,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Finland,2013,12.912363254,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Finland,2014,14.277685813,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Finland,2015,15.547024952,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Finland,2016,17.391304348,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Finland,2017,17.391304348,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Finland,2018,14.285714286,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Finland,2019,28.571428571,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Finland,2020,28.571428571,%,I,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,France,2006,14.379855506,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,France,2007,12.523084761,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,France,2008,8.902342541,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,France,2009,11.035039674,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,France,2010,10.613058996,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,France,2011,10.070987859,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,France,2012,10.380215943,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,France,2013,10.222042199,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,France,2014,7.744440781,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,France,2015,11.42765685,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,France,2016,11.774272854,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,France,2017,10.921843687,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,France,2018,11.093980961,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,France,2019,12.144411888,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,France,2020,13.944409021,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Germany,2006,1.759577114,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Germany,2007,1.795486315,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Germany,2008,2.067014626,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Germany,2009,2.076224124,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Germany,2010,1.76117682,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Germany,2011,2.18744291,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Germany,2012,2.529391724,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Germany,2013,2.626979193,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Germany,2014,2.752199016,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Germany,2015,3.212298429,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Germany,2016,3.004235131,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Germany,2017,3.321279307,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Germany,2018,4.301713293,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Germany,2019,4.166591548,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Germany,2020,4.166591548,%,I,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Greece,2006,88.830754037,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Greece,2007,87.832435071,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Greece,2008,87.21440954,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Greece,2009,86.598695407,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Greece,2010,85.985279729,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Greece,2011,85.37414966,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Greece,2012,83.371917463,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Greece,2013,83.455919396,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Greece,2014,83.523242916,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Greece,2015,83.599111829,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Greece,2016,79.982241515,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Greece,2017,79.998026446,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Greece,2018,80.092867022,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Greece,2019,80.148294612,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Greece,2020,80.092867022,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Hungary,2006,5.505281754,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Hungary,2007,5.515616144,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Hungary,2008,5.674034964,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Hungary,2009,5.838777523,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Hungary,2010,6.010230179,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Hungary,2011,6.188811415,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Hungary,2012,6.374975252,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Hungary,2013,8.650496429,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Hungary,2014,11.156488279,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Hungary,2015,12.714066924,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Hungary,2016,9.994481997,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Hungary,2017,11.059266578,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Hungary,2018,10.81210812,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Hungary,2019,11.166023476,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Hungary,2020,11.759275163,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Ireland,2006,11.43236271,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Ireland,2007,13.79109589,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Ireland,2008,10.916439929,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Ireland,2009,11.707397622,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Ireland,2010,8.959374178,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Ireland,2011,8.14218844,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Ireland,2012,7.356586612,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Ireland,2013,6.383112664,%,E,False
Water use,Water withdrawal by sector,Agricultural water withdrawal as % of total water withdrawal,Ireland,2014,5.504657787,%,E,False
