Domain,Area,Indicator,Sex,Year,Element,Source,Unit,Value
"Employment Indicators: Rural","Spain","Share of employment by status of employment, total, rural areas","Total","2012","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Spain","Share of employment by status of employment, total, rural areas","Total","2013","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Spain","Share of employment by status of employment, total, rural areas","Total","2014","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Spain","Share of employment by status of employment, total, rural areas","Total","2015","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Spain","Share of employment by status of employment, total, rural areas","Total","2016","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Spain","Share of employment by status of employment, total, rural areas","Total","2017","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Spain","Share of employment by status of employment, total, rural areas","Total","2018","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Spain","Share of employment by status of employment, total, rural areas","Total","2019","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Spain","Share of employment by status of employment, total, rural areas","Total","2020","Value","Labour force survey","1000 No","100"
"Employment Indicators: Rural","Sweden","Employment by age, total (15+), rural areas","Total","2006","Value","Labour force survey","1000 No","2712.7"
"Employment Indicators: Rural","Sweden","Employment by age, total (15+), rural areas","Total","2007","Value","Labour force survey","1000 No","2778.87"
"Employment Indicators: Rural","Sweden","Employment by age, total (15+), rural areas","Total","2008","Value","Labour force survey","1000 No","2785.25"
"Employment Indicators: Rural","Sweden","Employment by age, total (15+), rural areas","Total","2009","Value","Labour force survey","1000 No","2701.49"
"Employment Indicators: Rural","Sweden","Employment by age, total (15+), rural areas","Total","2010","Value","Labour force survey","1000 No","2703.13"
"Employment Indicators: Rural","Sweden","Employment by age, total (15+), rural areas","Total","2011","Value","Labour force survey","1000 No","2766.23"
"Employment Indicators: Rural","Sweden","Employment by age, total (15+), rural areas","Total","2012","Value","Labour force survey","1000 No","1326.78"
"Employment Indicators: Rural","Sweden","Employment by age, total (15+), rural areas","Total","2013","Value","Labour force survey","1000 No","1329.03"
"Employment Indicators: Rural","Sweden","Employment by age, total (15+), rural areas","Total","2014","Value","Labour force survey","1000 No","1337.34"
"Employment Indicators: Rural","Sweden","Employment by age, total (15+), rural areas","Total","2015","Value","Labour force survey","1000 No","1332.18"
"Employment Indicators: Rural","Sweden","Employment by age, total (15+), rural areas","Total","2016","Value","Labour force survey","1000 No","1330.22"
"Employment Indicators: Rural","Sweden","Employment by age, total (15+), rural areas","Total","2017","Value","Labour force survey","1000 No","1352.26"
"Employment Indicators: Rural","Sweden","Employment by age, total (15+), rural areas","Total","2018","Value","Labour force survey","1000 No","1374.99"
"Employment Indicators: Rural","Sweden","Employment by age, total (15+), rural areas","Total","2019","Value","Labour force survey","1000 No","1377.22"
"Employment Indicators: Rural","Sweden","Employment by age, total (15+), rural areas","Total","2020","Value","Labour force survey","1000 No","1333.63"
"Employment Indicators: Rural","Sweden","Labour force participation rate by age, total (15+), rural areas","Total","2006","Value","Labour force survey","1000 No","69.83"
"Employment Indicators: Rural","Sweden","Labour force participation rate by age, total (15+), rural areas","Total","2007","Value","Labour force survey","1000 No","70.18"
"Employment Indicators: Rural","Sweden","Labour force participation rate by age, total (15+), rural areas","Total","2008","Value","Labour force survey","1000 No","69.94"
"Employment Indicators: Rural","Sweden","Labour force participation rate by age, total (15+), rural areas","Total","2009","Value","Labour force survey","1000 No","69.21"
"Employment Indicators: Rural","Sweden","Labour force participation rate by age, total (15+), rural areas","Total","2010","Value","Labour force survey","1000 No","69.03"
"Employment Indicators: Rural","Sweden","Labour force participation rate by age, total (15+), rural areas","Total","2011","Value","Labour force survey","1000 No","69.56"
"Employment Indicators: Rural","Sweden","Labour force participation rate by age, total (15+), rural areas","Total","2012","Value","Labour force survey","1000 No","68.9"
"Employment Indicators: Rural","Sweden","Labour force participation rate by age, total (15+), rural areas","Total","2013","Value","Labour force survey","1000 No","69.44"
"Employment Indicators: Rural","Sweden","Labour force participation rate by age, total (15+), rural areas","Total","2014","Value","Labour force survey","1000 No","69.71"
"Employment Indicators: Rural","Sweden","Labour force participation rate by age, total (15+), rural areas","Total","2015","Value","Labour force survey","1000 No","69.72"
"Employment Indicators: Rural","Sweden","Labour force participation rate by age, total (15+), rural areas","Total","2016","Value","Labour force survey","1000 No","69.23"
"Employment Indicators: Rural","Sweden","Labour force participation rate by age, total (15+), rural areas","Total","2017","Value","Labour force survey","1000 No","70.46"
"Employment Indicators: Rural","Sweden","Labour force participation rate by age, total (15+), rural areas","Total","2018","Value","Labour force survey","1000 No","70.89"
"Employment Indicators: Rural","Sweden","Labour force participation rate by age, total (15+), rural areas","Total","2019","Value","Labour force survey","1000 No","71"
"Employment Indicators: Rural","Sweden","Labour force participation rate by age, total (15+), rural areas","Total","2020","Value","Labour force survey","1000 No","70.41"
"Employment Indicators: Rural","Sweden","Employment-to-population ratio by age, total (15+), rural areas","Total","2006","Value","Labour force survey","%","64.98"
"Employment Indicators: Rural","Sweden","Employment-to-population ratio by age, total (15+), rural areas","Total","2007","Value","Labour force survey","%","65.94"
"Employment Indicators: Rural","Sweden","Employment-to-population ratio by age, total (15+), rural areas","Total","2008","Value","Labour force survey","%","65.6"
"Employment Indicators: Rural","Sweden","Employment-to-population ratio by age, total (15+), rural areas","Total","2009","Value","Labour force survey","%","63.28"
"Employment Indicators: Rural","Sweden","Employment-to-population ratio by age, total (15+), rural areas","Total","2010","Value","Labour force survey","%","63.01"
"Employment Indicators: Rural","Sweden","Employment-to-population ratio by age, total (15+), rural areas","Total","2011","Value","Labour force survey","%","64.22"
"Employment Indicators: Rural","Sweden","Employment-to-population ratio by age, total (15+), rural areas","Total","2012","Value","Labour force survey","%","63.89"
"Employment Indicators: Rural","Sweden","Employment-to-population ratio by age, total (15+), rural areas","Total","2013","Value","Labour force survey","%","64.42"
"Employment Indicators: Rural","Sweden","Employment-to-population ratio by age, total (15+), rural areas","Total","2014","Value","Labour force survey","%","64.99"
"Employment Indicators: Rural","Sweden","Employment-to-population ratio by age, total (15+), rural areas","Total","2015","Value","Labour force survey","%","65.13"
"Employment Indicators: Rural","Sweden","Employment-to-population ratio by age, total (15+), rural areas","Total","2016","Value","Labour force survey","%","64.82"
"Employment Indicators: Rural","Sweden","Employment-to-population ratio by age, total (15+), rural areas","Total","2017","Value","Labour force survey","%","66.22"
"Employment Indicators: Rural","Sweden","Employment-to-population ratio by age, total (15+), rural areas","Total","2018","Value","Labour force survey","%","66.81"
"Employment Indicators: Rural","Sweden","Employment-to-population ratio by age, total (15+), rural areas","Total","2019","Value","Labour force survey","%","66.64"
